,book_title,book_image,book_price,book_availability,book_rating
720,The Smitten Kitchen Cookbook,the-smitten-kitchen-cookbook_281/index.html,23.59,In stock,One
721,The Silkworm (Cormoran Strike #2),the-silkworm-cormoran-strike-2_280/index.html,23.05,In stock,Five
722,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",the-sandman-vol-3-dream-country-the-sandman-volumes-3_279/index.html,55.55,In stock,Five
723,The Rose & the Dagger (The Wrath and the Dawn #2),the-rose-the-dagger-the-wrath-and-the-dawn-2_278/index.html,58.64,In stock,Four
724,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),the-road-to-little-dribbling-adventures-of-an-american-in-britain-notes-from-a-small-island-2_277/index.html,23.21,In stock,One
725,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),the-rise-of-theodore-roosevelt-theodore-roosevelt-1_276/index.html,42.57,In stock,Three
726,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),the-restaurant-at-the-end-of-the-universe-hitchhikers-guide-to-the-galaxy-2_275/index.html,10.92,In stock,One
727,The Rest Is Noise: Listening to the Twentieth Century,the-rest-is-noise-listening-to-the-twentieth-century_274/index.html,34.77,In stock,One
728,The Red Tent,the-red-tent_273/index.html,35.66,In stock,Five
729,The Purpose Driven Life: What on Earth Am I Here for?,the-purpose-driven-life-what-on-earth-am-i-here-for_272/index.html,37.19,In stock,Three
730,The Purest Hook (Second Circle Tattoos #3),the-purest-hook-second-circle-tattoos-3_271/index.html,12.25,In stock,One
731,The Picture of Dorian Gray,the-picture-of-dorian-gray_270/index.html,29.70,In stock,Two
732,The Paris Wife,the-paris-wife_269/index.html,36.80,In stock,Three
733,The Obsession,the-obsession_268/index.html,45.43,In stock,One
734,The Nightingale,the-nightingale_267/index.html,26.26,In stock,Four
735,The New Guy (and Other Senior Year Distractions),the-new-guy-and-other-senior-year-distractions_266/index.html,44.92,In stock,Three
736,The Nanny Diaries (Nanny #1),the-nanny-diaries-nanny-1_265/index.html,52.53,In stock,Five
737,The Name of God is Mercy,the-name-of-god-is-mercy_264/index.html,37.25,In stock,Two
738,The Maze Runner (The Maze Runner #1),the-maze-runner-the-maze-runner-1_263/index.html,20.93,In stock,One
739,The Lover's Dictionary,the-lovers-dictionary_262/index.html,58.09,In stock,Two
740,The Lonely Ones,the-lonely-ones_261/index.html,43.59,In stock,Five
741,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,the-lean-startup-how-todays-entrepreneurs-use-continuous-innovation-to-create-radically-successful-businesses_260/index.html,33.92,In stock,Three
742,The Last Painting of Sara de Vos,the-last-painting-of-sara-de-vos_259/index.html,55.55,In stock,Two
743,"The Land of 10,000 Madonnas",the-land-of-10000-madonnas_258/index.html,29.64,In stock,Four
744,The Infinities,the-infinities_257/index.html,27.41,In stock,One
745,The Husband's Secret,the-husbands-secret_256/index.html,52.51,In stock,Five
746,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),the-hitchhikers-guide-to-the-galaxy-hitchhikers-guide-to-the-galaxy-1_255/index.html,47.80,In stock,Three
747,The Guns of August,the-guns-of-august_254/index.html,14.54,In stock,Two
748,The Guernsey Literary and Potato Peel Pie Society,the-guernsey-literary-and-potato-peel-pie-society_253/index.html,49.53,In stock,One
749,The Goldfinch,the-goldfinch_252/index.html,43.58,In stock,Three
750,The Giver (The Giver Quartet #1),the-giver-the-giver-quartet-1_251/index.html,12.30,In stock,One
751,The Girl with All the Gifts,the-girl-with-all-the-gifts_250/index.html,49.47,In stock,Three
752,The Girl Who Played with Fire (Millennium Trilogy #2),the-girl-who-played-with-fire-millennium-trilogy-2_249/index.html,22.14,In stock,Two
753,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),the-girl-who-kicked-the-hornets-nest-millennium-trilogy-3_248/index.html,57.48,In stock,One
754,The Exiled,the-exiled_247/index.html,43.45,In stock,Three
755,"The End of Faith: Religion, Terror, and the Future of Reason",the-end-of-faith-religion-terror-and-the-future-of-reason_246/index.html,22.13,In stock,Four
756,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",the-elegant-universe-superstrings-hidden-dimensions-and-the-quest-for-the-ultimate-theory_245/index.html,13.03,In stock,Four
757,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",the-disappearing-spoon-and-other-true-tales-of-madness-love-and-the-history-of-the-world-from-the-periodic-table-of-the-elements_244/index.html,57.35,In stock,Five
758,The Devil Wears Prada (The Devil Wears Prada #1),the-devil-wears-prada-the-devil-wears-prada-1_243/index.html,44.29,In stock,One
759,The Demon-Haunted World: Science as a Candle in the Dark,the-demon-haunted-world-science-as-a-candle-in-the-dark_242/index.html,52.25,In stock,Four
760,The Day the Crayons Came Home (Crayons),the-day-the-crayons-came-home-crayons_241/index.html,26.33,In stock,Five
761,The Da Vinci Code (Robert Langdon #2),the-da-vinci-code-robert-langdon-2_240/index.html,22.96,In stock,Two
762,The Cuckoo's Calling (Cormoran Strike #1),the-cuckoos-calling-cormoran-strike-1_239/index.html,19.21,In stock,One
763,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),the-complete-stories-and-poems-the-works-of-edgar-allan-poe-cameo-edition_238/index.html,26.78,In stock,Four
764,The Complete Poems,the-complete-poems_237/index.html,41.32,In stock,Five
765,The Catcher in the Rye,the-catcher-in-the-rye_236/index.html,24.55,In stock,One
766,The Cat in the Hat (Beginner Books B-1),the-cat-in-the-hat-beginner-books-b-1_235/index.html,16.26,In stock,Two
767,The Case for Christ (Cases for Christianity),the-case-for-christ-cases-for-christianity_234/index.html,47.84,In stock,One
768,The Book Thief,the-book-thief_233/index.html,53.49,In stock,Two
769,The Book of Basketball: The NBA According to The Sports Guy,the-book-of-basketball-the-nba-according-to-the-sports-guy_232/index.html,44.84,In stock,Five
770,The Blind Side: Evolution of a Game,the-blind-side-evolution-of-a-game_231/index.html,53.71,In stock,Five
771,The Autobiography of Malcolm X,the-autobiography-of-malcolm-x_230/index.html,23.43,In stock,Two
772,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",the-art-of-simple-food-notes-lessons-and-recipes-from-a-delicious-revolution_229/index.html,34.32,In stock,Three
773,The Art of Fielding,the-art-of-fielding_228/index.html,22.10,In stock,One
774,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",surely-youre-joking-mr-feynman-adventures-of-a-curious-character_227/index.html,25.83,In stock,Two
775,Stiff: The Curious Lives of Human Cadavers,stiff-the-curious-lives-of-human-cadavers_226/index.html,36.74,In stock,Three
776,Spilled Milk: Based on a True Story,spilled-milk-based-on-a-true-story_225/index.html,49.51,In stock,One
777,Something Borrowed (Darcy & Rachel #1),something-borrowed-darcy-rachel-1_224/index.html,48.96,In stock,Five
778,Something Blue (Darcy & Rachel #2),something-blue-darcy-rachel-2_223/index.html,54.62,In stock,One
779,Soldier (Talon #3),soldier-talon-3_222/index.html,24.72,In stock,Two
780,Shopaholic & Baby (Shopaholic #5),shopaholic-baby-shopaholic-5_221/index.html,46.45,In stock,Two
781,Seven Days in the Art World,seven-days-in-the-art-world_220/index.html,52.33,In stock,Two
782,Seven Brief Lessons on Physics,seven-brief-lessons-on-physics_219/index.html,30.60,In stock,Four
783,Scarlet (The Lunar Chronicles #2),scarlet-the-lunar-chronicles-2_218/index.html,14.57,In stock,Four
784,Sarah's Key,sarahs-key_217/index.html,46.29,In stock,One
785,"Saga, Volume 3 (Saga (Collected Editions) #3)",saga-volume-3-saga-collected-editions-3_216/index.html,21.57,In stock,Five
786,Running with Scissors,running-with-scissors_215/index.html,12.91,In stock,Four
787,Rogue Lawyer (Rogue Lawyer #1),rogue-lawyer-rogue-lawyer-1_214/index.html,50.11,In stock,Three
788,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",rise-of-the-rocket-girls-the-women-who-propelled-us-from-missiles-to-the-moon-to-mars_213/index.html,41.67,In stock,Four
789,Rework,rework_212/index.html,44.88,In stock,Two
790,Reservations for Two,reservations-for-two_211/index.html,11.10,In stock,Three
791,Red: The True Story of Red Riding Hood,red-the-true-story-of-red-riding-hood_210/index.html,28.54,In stock,Three
792,Ready Player One,ready-player-one_209/index.html,19.07,In stock,Four
793,Quiet: The Power of Introverts in a World That Can't Stop Talking,quiet-the-power-of-introverts-in-a-world-that-cant-stop-talking_208/index.html,43.55,In stock,One
794,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),prodigy-the-graphic-novel-legend-the-graphic-novel-2_207/index.html,43.63,In stock,Three
795,Persepolis: The Story of a Childhood (Persepolis #1-2),persepolis-the-story-of-a-childhood-persepolis-1-2_206/index.html,39.13,In stock,One
796,Packing for Mars: The Curious Science of Life in the Void,packing-for-mars-the-curious-science-of-life-in-the-void_205/index.html,56.68,In stock,Two
797,Outliers: The Story of Success,outliers-the-story-of-success_204/index.html,14.16,In stock,One
798,Original Fake,original-fake_203/index.html,31.45,In stock,Three
799,Orange Is the New Black,orange-is-the-new-black_202/index.html,24.61,In stock,Two
800,One for the Money (Stephanie Plum #1),one-for-the-money-stephanie-plum-1_201/index.html,32.87,In stock,Two
801,Notes from a Small Island (Notes From a Small Island #1),notes-from-a-small-island-notes-from-a-small-island-1_200/index.html,40.17,In stock,One
802,Night (The Night Trilogy #1),night-the-night-trilogy-1_199/index.html,13.51,In stock,One
803,Neither Here nor There: Travels in Europe,neither-here-nor-there-travels-in-europe_198/index.html,38.95,In stock,Three
804,Naked,naked_197/index.html,31.69,In stock,Three
805,Morning Star (Red Rising #3),morning-star-red-rising-3_196/index.html,29.40,In stock,One
806,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",miracles-from-heaven-a-little-girl-her-journey-to-heaven-and-her-amazing-story-of-healing_195/index.html,57.83,In stock,One
807,Midnight Riot (Peter Grant/ Rivers of London - books #1),midnight-riot-peter-grant-rivers-of-london-books-1_194/index.html,55.46,In stock,Two
808,Me Talk Pretty One Day,me-talk-pretty-one-day_193/index.html,57.60,In stock,Two
809,Manuscript Found in Accra,manuscript-found-in-accra_192/index.html,34.98,In stock,Two
810,Lust & Wonder,lust-wonder_191/index.html,11.87,In stock,Two
811,Lila (Gilead #3),lila-gilead-3_190/index.html,12.47,In stock,Three
812,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",life-the-universe-and-everything-hitchhikers-guide-to-the-galaxy-3_189/index.html,33.26,In stock,Two
813,Life Without a Recipe,life-without-a-recipe_188/index.html,59.04,In stock,Five
814,Life After Life,life-after-life_187/index.html,26.13,In stock,Two
815,Letter to a Christian Nation,letter-to-a-christian-nation_186/index.html,22.20,In stock,One
816,Let's Pretend This Never Happened: A Mostly True Memoir,lets-pretend-this-never-happened-a-mostly-true-memoir_185/index.html,45.11,In stock,One
817,Legend (Legend #1),legend-legend-1_184/index.html,43.69,In stock,Four
818,"Lean In: Women, Work, and the Will to Lead",lean-in-women-work-and-the-will-to-lead_183/index.html,25.02,In stock,One
819,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",lamb-the-gospel-according-to-biff-christs-childhood-pal_182/index.html,55.50,In stock,Five
820,Lady Renegades (Rebel Belle #3),lady-renegades-rebel-belle-3_181/index.html,53.04,In stock,Five
821,Jurassic Park (Jurassic Park #1),jurassic-park-jurassic-park-1_180/index.html,44.97,In stock,One
822,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,its-never-too-late-to-begin-again-discovering-creativity-and-meaning-at-midlife-and-beyond_179/index.html,42.38,In stock,One
823,Is Everyone Hanging Out Without Me? (And Other Concerns),is-everyone-hanging-out-without-me-and-other-concerns_178/index.html,20.11,In stock,Three
824,Into the Wild,into-the-wild_177/index.html,56.70,In stock,Five
825,Inferno (Robert Langdon #4),inferno-robert-langdon-4_176/index.html,41.00,In stock,Five
826,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",in-the-garden-of-beasts-love-terror-and-an-american-family-in-hitlers-berlin_175/index.html,28.85,In stock,Three
827,If I Run (If I Run #1),if-i-run-if-i-run-1_174/index.html,49.97,In stock,Four
828,I've Got Your Number,ive-got-your-number_173/index.html,19.69,In stock,One
829,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,i-am-malala-the-girl-who-stood-up-for-education-and-was-shot-by-the-taliban_172/index.html,28.88,In stock,Two
830,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,hungry-girl-clean-hungry-easy-all-natural-recipes-for-healthy-eating-in-the-real-world_171/index.html,33.14,In stock,Three
831,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",house-of-lost-worlds-dinosaurs-dynasties-and-the-story-of-life-on-earth_170/index.html,43.70,In stock,Two
832,House of Leaves,house-of-leaves_169/index.html,54.89,In stock,One
833,Horrible Bear!,horrible-bear_168/index.html,37.52,In stock,Two
834,Holidays on Ice,holidays-on-ice_167/index.html,51.07,In stock,Two
835,Heir to the Sky,heir-to-the-sky_166/index.html,44.07,In stock,Four
836,Green Eggs and Ham (Beginner Books B-16),green-eggs-and-ham-beginner-books-b-16_165/index.html,10.79,In stock,Four
837,"Grayson, Vol 3: Nemesis (Grayson #3)",grayson-vol-3-nemesis-grayson-3_164/index.html,42.72,In stock,One
838,Gratitude,gratitude_163/index.html,26.66,In stock,Five
839,Gone Girl,gone-girl_162/index.html,37.60,In stock,Five
840,Golden (Heart of Dread #3),golden-heart-of-dread-3_161/index.html,42.21,In stock,Four
841,Girl in the Blue Coat,girl-in-the-blue-coat_160/index.html,46.83,In stock,Two
842,"Fruits Basket, Vol. 3 (Fruits Basket #3)",fruits-basket-vol-3-fruits-basket-3_159/index.html,45.17,In stock,Two
843,"Friday Night Lights: A Town, a Team, and a Dream",friday-night-lights-a-town-a-team-and-a-dream_158/index.html,51.22,In stock,Three
844,Fire Bound (Sea Haven/Sisters of the Heart #5),fire-bound-sea-havensisters-of-the-heart-5_157/index.html,21.28,In stock,Four
845,Fifty Shades Freed (Fifty Shades #3),fifty-shades-freed-fifty-shades-3_156/index.html,15.36,In stock,Five
846,Fellside,fellside_155/index.html,38.62,In stock,One
847,Extreme Prey (Lucas Davenport #26),extreme-prey-lucas-davenport-26_154/index.html,25.40,In stock,Three
848,Eragon (The Inheritance Cycle #1),eragon-the-inheritance-cycle-1_153/index.html,43.87,In stock,Three
849,Eclipse (Twilight #3),eclipse-twilight-3_152/index.html,18.74,In stock,One
850,Dune (Dune #1),dune-dune-1_151/index.html,54.86,In stock,One
851,Dracula,dracula_150/index.html,52.62,In stock,Three
852,Do Androids Dream of Electric Sheep? (Blade Runner #1),do-androids-dream-of-electric-sheep-blade-runner-1_149/index.html,51.48,In stock,One
853,Disrupted: My Misadventure in the Start-Up Bubble,disrupted-my-misadventure-in-the-start-up-bubble_148/index.html,15.28,In stock,Five
854,Dead Wake: The Last Crossing of the Lusitania,dead-wake-the-last-crossing-of-the-lusitania_147/index.html,39.24,In stock,Five
855,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",david-and-goliath-underdogs-misfits-and-the-art-of-battling-giants_146/index.html,17.81,In stock,One
856,Darkfever (Fever #1),darkfever-fever-1_145/index.html,56.02,In stock,One
857,Dark Places,dark-places_144/index.html,23.90,In stock,Five
858,Crazy Rich Asians (Crazy Rich Asians #1),crazy-rich-asians-crazy-rich-asians-1_143/index.html,49.13,In stock,Five
859,Counting Thyme,counting-thyme_142/index.html,10.62,In stock,One
860,Cosmos,cosmos_141/index.html,36.17,In stock,Two
861,Civilization and Its Discontents,civilization-and-its-discontents_140/index.html,59.95,In stock,Two
862,Cinder (The Lunar Chronicles #1),cinder-the-lunar-chronicles-1_139/index.html,26.09,In stock,One
863,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,catastrophic-happiness-finding-joy-in-childhoods-messy-years_138/index.html,37.35,In stock,Two
864,Career of Evil (Cormoran Strike #3),career-of-evil-cormoran-strike-3_137/index.html,24.72,In stock,Two
865,Breaking Dawn (Twilight #4),breaking-dawn-twilight-4_136/index.html,35.28,In stock,Five
866,Brave Enough,brave-enough_135/index.html,51.32,In stock,Five
867,Boy Meets Boy,boy-meets-boy_134/index.html,21.12,In stock,Three
868,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",born-to-run-a-hidden-tribe-superathletes-and-the-greatest-race-the-world-has-never-seen_133/index.html,27.35,In stock,Two
869,Blink: The Power of Thinking Without Thinking,blink-the-power-of-thinking-without-thinking_132/index.html,21.74,In stock,Five
870,Black Flags: The Rise of ISIS,black-flags-the-rise-of-isis_131/index.html,40.87,In stock,One
871,"Black Butler, Vol. 1 (Black Butler #1)",black-butler-vol-1-black-butler-1_130/index.html,49.31,In stock,One
872,Big Little Lies,big-little-lies_129/index.html,22.11,In stock,One
873,Between Shades of Gray,between-shades-of-gray_128/index.html,20.79,In stock,Five
874,Best of My Love (Fool's Gold #20),best-of-my-love-fools-gold-20_127/index.html,27.41,In stock,Two
875,Beowulf,beowulf_126/index.html,38.35,In stock,Two
876,Beautiful Creatures (Caster Chronicles #1),beautiful-creatures-caster-chronicles-1_125/index.html,21.55,In stock,Five
877,Awkward,awkward_124/index.html,38.02,In stock,Two
878,Ash,ash_123/index.html,22.06,In stock,Four
879,Are We There Yet?,are-we-there-yet_122/index.html,10.66,In stock,Three
880,Are We Smart Enough to Know How Smart Animals Are?,are-we-smart-enough-to-know-how-smart-animals-are_121/index.html,56.58,In stock,One
881,Annie on My Mind,annie-on-my-mind_120/index.html,36.83,In stock,Five
882,And Then There Were None,and-then-there-were-none_119/index.html,35.01,In stock,Two
883,A Walk in the Woods: Rediscovering America on the Appalachian Trail,a-walk-in-the-woods-rediscovering-america-on-the-appalachian-trail_118/index.html,30.48,In stock,Four
884,A Visit from the Goon Squad,a-visit-from-the-goon-squad_117/index.html,14.08,In stock,Five
885,A Storm of Swords (A Song of Ice and Fire #3),a-storm-of-swords-a-song-of-ice-and-fire-3_116/index.html,31.22,In stock,Two
886,A Heartbreaking Work of Staggering Genius,a-heartbreaking-work-of-staggering-genius_115/index.html,54.29,In stock,Five
887,8 Keys to Mental Health Through Exercise,8-keys-to-mental-health-through-exercise_114/index.html,31.04,In stock,One
888,#GIRLBOSS,girlboss_113/index.html,50.96,In stock,One
889,"The Suffragettes (Little Black Classics, #96)",the-suffragettes-little-black-classics-96_112/index.html,11.89,In stock,Two
890,The Sense of an Ending,the-sense-of-an-ending_111/index.html,31.38,In stock,Three
891,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",the-sandman-vol-2-the-dolls-house-the-sandman-volumes-2_110/index.html,54.81,In stock,One
892,The Course of Love,the-course-of-love_109/index.html,16.78,In stock,Three
893,Sugar Rush (Offensive Line #2),sugar-rush-offensive-line-2_108/index.html,24.42,In stock,One
894,"Saga, Volume 2 (Saga (Collected Editions) #2)",saga-volume-2-saga-collected-editions-2_107/index.html,11.75,In stock,Three
895,"Run, Spot, Run: The Ethics of Keeping Pets",run-spot-run-the-ethics-of-keeping-pets_106/index.html,20.02,In stock,One
896,New Moon (Twilight #2),new-moon-twilight-2_105/index.html,12.86,In stock,Four
897,Life,life_104/index.html,31.58,In stock,Five
898,Kindle Paperwhite User's Guide,kindle-paperwhite-users-guide_103/index.html,34.00,In stock,Three
899,H is for Hawk,h-is-for-hawk_102/index.html,57.42,In stock,Five
900,Girl Online On Tour (Girl Online #2),girl-online-on-tour-girl-online-2_101/index.html,53.47,In stock,One
901,"Fruits Basket, Vol. 2 (Fruits Basket #2)",fruits-basket-vol-2-fruits-basket-2_100/index.html,11.64,In stock,Five
902,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),diary-of-a-minecraft-zombie-book-1-a-scare-of-a-dare-an-unofficial-minecraft-book_99/index.html,52.88,In stock,Four
903,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",y-the-last-man-vol-1-unmanned-y-the-last-man-1_98/index.html,18.51,In stock,Four
904,While You Were Mine,while-you-were-mine_97/index.html,41.32,In stock,Five
905,Where Lightning Strikes (Bleeding Stars #3),where-lightning-strikes-bleeding-stars-3_96/index.html,39.77,In stock,Three
906,When I'm Gone,when-im-gone_95/index.html,51.96,In stock,Three
907,Ways of Seeing,ways-of-seeing_94/index.html,39.51,In stock,Five
908,"Vampire Knight, Vol. 1 (Vampire Knight #1)",vampire-knight-vol-1-vampire-knight-1_93/index.html,15.40,In stock,One
909,Vampire Girl (Vampire Girl #1),vampire-girl-vampire-girl-1_92/index.html,53.82,In stock,Two
910,Twenty Love Poems and a Song of Despair,twenty-love-poems-and-a-song-of-despair_91/index.html,30.95,In stock,Four
911,Travels with Charley: In Search of America,travels-with-charley-in-search-of-america_90/index.html,57.82,In stock,Five
912,Three Wishes (River of Time: California #1),three-wishes-river-of-time-california-1_89/index.html,44.18,In stock,Two
913,This One Moment (Pushing Limits #1),this-one-moment-pushing-limits-1_88/index.html,48.71,In stock,One
914,The Zombie Room,the-zombie-room_87/index.html,19.69,In stock,Five
915,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",the-wicked-the-divine-vol-1-the-faust-act-the-wicked-the-divine_86/index.html,36.52,In stock,Two
916,The Tumor,the-tumor_85/index.html,41.56,In stock,Five
917,The Story of Hong Gildong,the-story-of-hong-gildong_84/index.html,43.19,In stock,Four
918,The Silent Wife,the-silent-wife_83/index.html,12.34,In stock,Five
919,The Silent Twin (Detective Jennifer Knight #3),the-silent-twin-detective-jennifer-knight-3_82/index.html,36.25,In stock,Three
920,The Selfish Gene,the-selfish-gene_81/index.html,29.45,In stock,One
921,The Secret Healer,the-secret-healer_80/index.html,34.56,In stock,Three
922,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",the-sandman-vol-1-preludes-and-nocturnes-the-sandman-volumes-1_79/index.html,54.12,In stock,Three
923,The Republic,the-republic_78/index.html,33.78,In stock,Three
924,The Odyssey,the-odyssey_77/index.html,29.64,In stock,Three
925,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),the-no-1-ladies-detective-agency-no-1-ladies-detective-agency-1_76/index.html,57.70,In stock,Four
926,The Nicomachean Ethics,the-nicomachean-ethics_75/index.html,36.34,In stock,One
927,The Name of the Wind (The Kingkiller Chronicle #1),the-name-of-the-wind-the-kingkiller-chronicle-1_74/index.html,50.59,In stock,Three
928,The Mirror & the Maze (The Wrath and the Dawn #1.5),the-mirror-the-maze-the-wrath-and-the-dawn-15_73/index.html,29.38,In stock,One
929,The Little Prince,the-little-prince_72/index.html,45.42,In stock,Two
930,The Light of the Fireflies,the-light-of-the-fireflies_71/index.html,54.43,In stock,One
931,The Last Girl (The Dominion Trilogy #1),the-last-girl-the-dominion-trilogy-1_70/index.html,36.26,In stock,Two
932,The Iliad,the-iliad_69/index.html,16.16,In stock,One
933,The Hook Up (Game On #1),the-hook-up-game-on-1_68/index.html,36.29,In stock,Five
934,The Haters,the-haters_67/index.html,27.89,In stock,Five
935,The Girl You Lost,the-girl-you-lost_66/index.html,12.29,In stock,Five
936,The Girl In The Ice (DCI Erika Foster #1),the-girl-in-the-ice-dci-erika-foster-1_65/index.html,15.85,In stock,Three
937,The End of the Jesus Era (An Investigation #1),the-end-of-the-jesus-era-an-investigation-1_64/index.html,14.40,In stock,One
938,The Edge of Reason (Bridget Jones #2),the-edge-of-reason-bridget-jones-2_63/index.html,19.18,In stock,Four
939,The Complete Maus (Maus #1-2),the-complete-maus-maus-1-2_62/index.html,10.64,In stock,Three
940,The Communist Manifesto,the-communist-manifesto_61/index.html,14.76,In stock,Three
941,The Bhagavad Gita,the-bhagavad-gita_60/index.html,57.49,In stock,Three
942,The Bette Davis Club,the-bette-davis-club_59/index.html,30.66,In stock,Three
943,The Art of Not Breathing,the-art-of-not-breathing_58/index.html,40.83,In stock,Four
944,Taking Shots (Assassins #1),taking-shots-assassins-1_57/index.html,18.88,In stock,Two
945,Starlark,starlark_56/index.html,25.83,In stock,Three
946,"Skip Beat!, Vol. 01 (Skip Beat! #1)",skip-beat-vol-01-skip-beat-1_55/index.html,42.12,In stock,Three
947,Sister Sable (The Mad Queen #1),sister-sable-the-mad-queen-1_54/index.html,13.33,In stock,Three
948,Shatter Me (Shatter Me #1),shatter-me-shatter-me-1_53/index.html,42.40,In stock,One
949,Shameless,shameless_52/index.html,58.35,In stock,Three
950,Shadow Rites (Jane Yellowrock #10),shadow-rites-jane-yellowrock-10_51/index.html,21.72,In stock,Four
951,Settling the Score (The Summer Games #1),settling-the-score-the-summer-games-1_50/index.html,44.91,In stock,Two
952,Sense and Sensibility,sense-and-sensibility_49/index.html,37.46,In stock,One
953,"Saga, Volume 1 (Saga (Collected Editions) #1)",saga-volume-1-saga-collected-editions-1_48/index.html,28.48,In stock,One
954,"Rhythm, Chord & Malykhin",rhythm-chord-malykhin_47/index.html,28.34,In stock,Two
955,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",rat-queens-vol-1-sass-sorcery-rat-queens-collected-editions-1-5_46/index.html,46.96,In stock,Five
956,Paradise Lost (Paradise #1),paradise-lost-paradise-1_45/index.html,24.96,In stock,One
957,"Paper Girls, Vol. 1 (Paper Girls #1-5)",paper-girls-vol-1-paper-girls-1-5_44/index.html,21.71,In stock,Four
958,"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",ouran-high-school-host-club-vol-1-ouran-high-school-host-club-1_43/index.html,29.87,In stock,Three
959,Origins (Alphas 0.5),origins-alphas-05_42/index.html,28.99,In stock,One
960,One Second (Seven #7),one-second-seven-7_41/index.html,52.94,In stock,Two
961,On the Road (Duluoz Legend),on-the-road-duluoz-legend_40/index.html,32.36,In stock,Three
962,Old Records Never Die: One Man's Quest for His Vinyl and His Past,old-records-never-die-one-mans-quest-for-his-vinyl-and-his-past_39/index.html,55.66,In stock,Two
963,Off Sides (Off #1),off-sides-off-1_38/index.html,39.45,In stock,Five
964,Of Mice and Men,of-mice-and-men_37/index.html,47.11,In stock,Two
965,Myriad (Prentor #1),myriad-prentor-1_36/index.html,58.75,In stock,Four
966,My Perfect Mistake (Over the Top #1),my-perfect-mistake-over-the-top-1_35/index.html,38.92,In stock,Two
967,"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",ms-marvel-vol-1-no-normal-ms-marvel-2014-2015-1_34/index.html,39.39,In stock,Four
968,Meditations,meditations_33/index.html,25.89,In stock,Two
969,Matilda,matilda_32/index.html,28.34,In stock,One
970,Lost Among the Living,lost-among-the-living_31/index.html,27.70,In stock,Four
971,Lord of the Flies,lord-of-the-flies_30/index.html,24.89,In stock,Three
972,Listen to Me (Fusion #1),listen-to-me-fusion-1_29/index.html,58.99,In stock,Three
973,Kitchens of the Great Midwest,kitchens-of-the-great-midwest_28/index.html,57.20,In stock,Five
974,Jane Eyre,jane-eyre_27/index.html,38.43,In stock,Five
975,Imperfect Harmony,imperfect-harmony_26/index.html,34.74,In stock,Four
976,Icing (Aces Hockey #2),icing-aces-hockey-2_25/index.html,40.44,In stock,Four
977,"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",hawkeye-vol-1-my-life-as-a-weapon-hawkeye-1_24/index.html,45.24,In stock,Three
978,Having the Barbarian's Baby (Ice Planet Barbarians #7.5),having-the-barbarians-baby-ice-planet-barbarians-75_23/index.html,34.96,In stock,Four
979,"Giant Days, Vol. 1 (Giant Days #1-4)",giant-days-vol-1-giant-days-1-4_22/index.html,56.76,In stock,Four
